t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0740,1,4,1,1,201.00,389.00,dwell,86.47,260.49,172.14,0,178.030,-1.796,-179.603,-4.79,18.30,145.63,-3.78,-14.40,166.56,54.182,55.742,-17.9889,-0.5062,86.47,260.49,-17.5565,0.3952,108.28,246.25,0.28080,0
0.1839,1,4,1,1,201.00,389.00,dwell,82.59,194.51,227.70,0,178.166,-1.781,-179.464,-5.27,18.37,145.61,-4.21,-14.28,166.61,54.114,55.655,-15.8906,-0.9932,82.59,194.51,-16.8389,-0.2204,98.34,223.19,0.28062,0
0.2740,1,4,1,1,201.00,389.00,dwell,88.78,178.83,238.25,0,178.151,-1.476,-179.461,-6.58,20.39,147.72,-5.55,-11.93,169.22,53.470,54.645,-16.1564,-1.1855,88.78,178.83,-16.5469,-0.6421,100.41,190.27,0.28572,0
0.3787,1,4,1,1,201.00,389.00,dwell,203.04,300.29,88.73,1,177.738,-1.027,-179.504,-7.52,20.59,148.37,-6.12,-11.48,170.23,52.467,53.722,-20.1710,3.8433,203.04,300.29,-18.1945,1.3899,150.31,236.24,0.25949,0
0.4756,1,4,1,1,201.00,389.00,dwell,205.52,303.30,85.82,1,178.122,-0.644,-179.454,-7.39,19.61,147.72,-6.60,-12.33,169.79,53.262,54.121,-19.9612,3.9587,205.52,303.30,-18.9697,2.5240,174.09,270.53,0.25728,0
0.5772,1,4,1,1,201.00,389.00,dwell,156.56,368.77,48.83,1,178.064,-0.317,-179.496,-8.48,19.49,147.99,-7.46,-12.38,170.14,52.543,53.878,-21.9615,1.5973,156.56,368.77,-20.3422,2.1137,171.08,315.08,0.26284,0
0.6847,1,4,1,1,201.00,389.00,dwell,192.46,346.45,43.40,1,178.194,-0.164,-179.365,-8.21,19.50,147.92,-7.11,-12.43,169.99,52.906,53.709,-21.2901,3.2488,192.46,346.45,-20.7623,2.6064,178.37,328.56,0.25314,0
0.7756,1,4,1,1,201.00,389.00,dwell,171.83,368.82,35.47,1,178.102,-0.128,-179.334,-8.12,19.55,147.99,-6.91,-12.46,169.94,53.569,54.106,-21.9895,2.4637,171.83,368.82,-21.3048,2.5450,174.77,345.92,0.26912,0
0.8813,1,4,1,1,201.00,389.00,dwell,182.76,358.90,35.19,1,178.095,0.004,-179.308,-7.97,19.31,147.44,-6.82,-12.59,169.56,53.419,54.101,-21.6118,2.9673,182.76,358.90,-21.4443,2.7340,177.59,353.15,0.26720,0
0.9808,1,4,1,1,201.00,389.00,dwell,162.75,333.70,67.24,1,178.160,0.034,-179.278,-8.39,19.25,147.68,-7.30,-12.70,169.73,53.380,54.104,-20.8564,1.9216,162.75,333.70,-21.1922,2.3891,173.03,345.04,0.26044,0
1.0809,1,4,1,1,201.00,389.00,capture,172.20,347.29,50.69,1,178.267,-0.014,-179.278,-8.71,19.52,147.42,-7.73,-12.51,169.35,53.366,54.183,-21.3460,2.2381,172.20,347.29,-21.2592,2.3237,174.33,344.43,0.26988,0
1.1911,1,4,1,1,201.00,389.00,capture,171.87,354.47,45.17,1,178.055,0.044,-179.377,-8.97,19.33,147.03,-7.82,-12.60,169.10,53.407,54.069,-21.4999,2.1070,171.87,354.47,-21.3630,2.2306,174.96,349.95,0.26916,0
1.2814,1,4,1,1,201.00,389.00,capture,172.99,340.81,55.74,1,178.315,0.189,-179.303,-8.57,19.49,147.34,-7.65,-12.31,169.60,53.319,54.262,-21.1642,2.2888,172.99,340.81,-21.2774,2.2557,172.03,344.56,0.25640,0
1.3823,1,4,1,1,201.00,389.00,capture,177.53,334.78,59.08,1,178.397,0.077,-179.309,-8.53,19.86,147.44,-7.59,-12.18,169.36,53.572,54.349,-21.0942,2.4829,177.53,334.78,-21.1983,2.3539,174.37,338.17,0.26703,0
