t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0231,1,13,3,1,150.75,453.83,dwell,135.07,373.55,81.80,0,178.895,7.842,179.766,-18.62,20.34,147.06,-17.97,-7.48,173.60,52.678,53.379,-25.0075,-6.1340,135.07,373.55,-25.0075,-6.1340,,,0.18885,0
0.1231,1,13,3,1,150.75,453.83,dwell,224.03,316.55,155.62,0,179.028,7.936,179.739,-18.55,20.52,147.14,-18.68,-8.14,172.93,52.707,53.723,-22.5802,-2.0669,224.03,316.55,-23.9152,-4.3038,,,0.18120,0
0.2160,1,13,3,1,150.75,453.83,dwell,222.12,345.93,129.37,0,179.091,8.076,179.768,-18.50,20.37,147.07,-18.20,-8.27,172.80,52.678,53.783,-22.9457,-2.7455,222.12,345.93,-23.4789,-3.6026,,,0.17154,0
0.3100,1,13,3,1,150.75,453.83,dwell,152.13,363.23,90.61,0,178.923,8.061,179.778,-18.54,20.58,146.92,-18.18,-7.76,173.24,53.061,53.988,-24.1886,-6.3280,152.13,363.23,-23.7983,-4.8290,,,0.19639,0
0.4018,1,13,3,1,150.75,453.83,dwell,204.12,400.82,75.22,0,178.805,8.100,179.781,-18.57,20.58,146.77,-18.02,-7.92,172.39,53.633,53.948,-25.3218,-3.5968,204.12,400.82,-24.4839,-4.2745,,,0.19676,0
0.5027,1,13,3,1,150.75,453.83,dwell,169.30,321.08,134.04,0,178.904,8.222,179.780,-18.52,20.69,146.54,-18.01,-8.08,172.30,53.298,53.931,-22.3446,-4.6046,169.30,321.08,-23.5212,-4.4231,,,0.20004,0
0.5900,1,13,3,1,150.75,453.83,dwell,175.19,292.83,162.85,0,178.946,8.182,179.812,-18.49,20.70,146.56,-17.64,-8.26,172.14,53.643,54.159,-21.8191,-4.9297,175.19,292.83,-22.7553,-4.6511,,,0.22351,0
0.6747,1,13,3,1,150.75,453.83,dwell,101.51,360.63,105.41,0,178.958,8.362,179.811,-18.43,20.50,146.55,-17.83,-7.86,172.74,53.882,54.436,-24.2317,-7.7340,101.51,360.63,-23.4197,-6.0384,,,0.22065,0
0.7900,1,13,3,1,150.75,453.83,dwell,159.85,307.04,147.08,0,178.876,8.379,179.803,-18.30,20.56,146.68,-17.50,-7.99,172.35,54.087,54.466,-20.7300,-5.6531,159.85,307.04,-22.2093,-5.8650,,,0.22167,0
0.8725,1,13,3,1,150.75,453.83,dwell,120.45,283.78,172.73,0,178.914,8.192,179.794,-18.21,20.72,146.76,-17.68,-8.62,173.35,54.172,54.509,-21.7905,-7.0332,120.45,283.78,-22.0209,-6.3907,,,0.23384,0
