t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0492,1,15,3,3,351.75,453.83,dwell,298.34,182.66,276.38,0,178.806,8.262,179.762,-18.46,18.82,147.90,-17.96,-10.14,174.54,54.860,53.919,-17.1450,0.3763,298.34,182.66,-17.1450,0.3763,,,0.26991,0
0.1408,1,15,3,3,351.75,453.83,dwell,274.55,313.15,160.47,0,178.923,8.226,179.786,-18.38,19.01,147.90,-18.11,-9.37,174.51,54.914,54.024,-22.0033,-0.2433,274.55,313.15,-19.3312,0.0975,,,0.25784,0
0.2436,1,15,3,3,351.75,453.83,dwell,253.97,206.71,265.76,0,178.942,8.245,179.760,-18.32,19.24,147.90,-17.57,-9.07,174.30,54.835,54.171,-16.8376,-1.1423,253.97,206.71,-18.2091,-0.4604,,,0.24784,0
0.3297,1,15,3,3,351.75,453.83,dwell,241.61,259.89,223.04,0,178.907,8.240,179.757,-18.33,19.52,148.07,-18.33,-9.29,174.69,54.661,54.000,-20.7672,-1.2248,241.61,259.89,-19.3603,-0.8044,,,0.26734,0
0.4288,1,15,3,3,351.75,453.83,dwell,192.84,309.25,214.84,0,178.978,8.351,179.750,-18.52,19.74,148.29,-18.18,-8.41,174.48,54.443,54.167,-21.9565,-3.9956,192.84,309.25,-20.5286,-2.2404,,,0.22859,0
0.5398,1,15,3,3,351.75,453.83,dwell,313.64,336.82,123.06,0,179.119,8.390,179.742,-18.47,20.02,148.05,-18.08,-8.64,174.58,53.928,54.572,-23.7258,1.6007,313.64,336.82,-21.9673,-0.5119,,,0.23074,0
0.6314,1,15,3,3,351.75,453.83,dwell,232.86,237.97,246.44,0,179.120,8.382,179.769,-18.54,19.96,148.12,-18.13,-7.90,174.53,54.050,54.505,-20.0230,-1.9198,232.86,237.97,-21.0924,-1.1455,,,0.20669,0
0.7224,1,15,3,3,351.75,453.83,dwell,240.83,239.04,241.74,0,179.016,8.382,179.779,-18.54,20.26,147.86,-18.36,-8.44,173.66,54.340,54.611,-18.3826,-1.6900,240.83,239.04,-19.8730,-1.3905,,,0.21707,0
0.8176,1,15,3,3,351.75,453.83,dwell,261.44,264.44,209.82,0,178.955,8.410,179.792,-18.65,20.19,147.96,-18.39,-8.45,174.50,53.949,54.750,-19.5430,-0.6402,261.44,264.44,-19.7245,-1.0529,,,0.20846,0
0.9285,1,15,3,3,351.75,453.83,dwell,296.51,210.66,249.37,0,179.017,8.365,179.810,-18.75,20.28,148.09,-18.90,-7.36,174.76,53.935,54.864,-18.6663,1.3904,296.51,210.66,-19.2483,0.0466,,,0.23056,0
1.0402,1,15,3,3,351.75,453.83,dwell,299.18,301.53,161.12,0,179.000,8.360,179.840,-18.70,20.42,147.89,-18.24,-8.15,174.45,53.994,54.497,-21.6357,0.7838,299.18,301.53,-20.3226,0.3783,,,0.19810,0
1.1633,1,15,3,3,351.75,453.83,capture,293.09,242.72,219.11,0,179.003,8.257,179.867,-18.72,20.58,147.84,-18.59,-7.45,174.17,54.092,54.461,-19.2282,0.4689,293.09,242.72,-19.8302,0.4191,,,0.22367,0
1.2700,1,15,3,3,351.75,453.83,capture,304.10,253.81,205.62,0,178.988,8.160,179.865,-18.73,20.71,147.85,-17.98,-7.41,174.49,54.213,54.498,-19.5891,1.0696,304.10,253.81,-19.7217,0.7118,,,0.21731,0
1.3781,1,15,3,3,351.75,453.83,capture,290.90,243.08,219.36,0,178.936,8.126,179.866,-18.73,20.82,148.08,-18.56,-8.01,174.43,54.391,54.378,-19.7734,0.5375,290.90,243.08,-19.7449,0.6334,,,0.22605,0
1.4788,1,15,3,3,351.75,453.83,capture,320.92,261.37,194.92,0,178.907,8.126,179.866,-18.68,20.80,148.17,-18.07,-7.66,174.52,54.247,54.569,-19.9700,1.6763,320.92,261.37,-19.8462,1.1027,,,0.21305,0
1.5868,1,15,3,3,351.75,453.83,capture,300.47,249.93,210.25,0,178.836,8.114,179.862,-18.66,20.58,148.07,-17.87,-8.04,174.19,53.965,54.281,-19.4038,1.0030,300.47,249.93,-19.6471,1.0578,,,0.22473,0
1.6979,1,15,3,3,351.75,453.83,capture,306.85,219.15,238.94,0,178.791,8.015,179.855,-18.64,20.66,147.72,-17.88,-7.39,174.01,53.813,54.326,-17.6521,1.0062,306.85,219.15,-18.7493,1.0346,,,0.21211,0
1.8125,1,15,3,3,351.75,453.83,capture,296.71,227.32,233.10,0,178.803,7.938,179.879,-18.51,20.70,147.89,-18.08,-7.65,174.44,53.659,54.313,-18.2225,1.3204,296.71,227.32,-18.5123,1.1632,,,0.19673,0
1.9171,1,15,3,3,351.75,453.83,capture,315.55,266.24,191.05,0,178.816,8.002,179.856,-18.48,20.75,147.72,-18.38,-8.60,173.79,53.874,54.350,-19.9790,1.3605,315.55,266.24,-19.1723,1.2520,,,0.20204,0
2.0151,1,15,3,3,351.75,453.83,capture,277.98,231.69,234.07,0,178.938,7.892,179.848,-18.36,20.51,147.69,-17.38,-7.68,174.64,54.167,54.325,-19.7492,0.2620,277.98,231.69,-19.4319,0.8065,,,0.19683,0
2.1207,1,15,3,3,351.75,453.83,capture,297.24,255.06,206.11,0,178.901,7.961,179.864,-18.37,20.72,147.60,-18.26,-7.90,174.35,54.247,54.631,-19.2257,1.1363,297.24,255.06,-19.3391,0.9549,,,0.22374,0
2.2212,1,15,3,3,351.75,453.83,capture,282.53,245.51,219.52,0,178.787,8.009,179.875,-18.41,20.70,147.67,-18.02,-7.90,174.06,54.447,53.974,-18.5810,0.6012,282.53,245.51,-18.9980,0.7958,,,0.23639,0
2.3241,1,15,3,3,351.75,453.83,capture,275.84,252.32,215.34,0,178.902,8.215,179.874,-18.50,20.80,147.78,-17.70,-7.94,173.93,54.092,54.007,-19.8973,-0.0036,275.84,252.32,-19.4027,0.4360,,,0.22783,0
2.4361,1,15,3,3,351.75,453.83,capture,316.24,234.09,222.59,0,178.901,8.229,179.874,-18.53,20.88,148.07,-18.39,-8.23,175.07,54.112,54.292,-18.3901,2.0030,316.24,234.09,-18.9470,1.1412,,,0.20009,0
2.5387,1,15,3,3,351.75,453.83,capture,314.84,248.05,209.07,0,178.958,8.238,179.842,-18.59,21.08,148.03,-18.44,-7.05,174.63,54.121,54.630,-20.1144,1.5270,314.84,248.05,-19.4723,1.3148,,,0.22559,0
2.6320,1,15,3,3,351.75,453.83,capture,286.86,234.86,228.39,0,178.912,8.226,179.819,-18.42,21.07,147.92,-18.52,-8.81,174.60,54.146,54.568,-18.6286,0.2736,286.86,234.86,-19.0927,0.8463,,,0.21287,0
2.7500,1,15,3,3,351.75,453.83,capture,303.16,241.36,217.96,0,178.930,8.231,179.826,-18.28,21.00,148.23,-17.56,-7.72,174.58,53.895,54.579,-19.6622,0.7039,303.16,241.36,-19.3489,0.7822,,,0.21993,0
2.8446,1,15,3,3,351.75,453.83,capture,286.22,211.91,250.64,0,178.732,8.198,179.815,-18.28,21.13,147.91,-17.47,-7.04,174.65,54.032,54.450,-18.7869,0.6873,286.22,211.91,-19.0960,0.7395,,,0.21944,0
2.9591,1,15,3,3,351.75,453.83,capture,303.59,211.83,246.75,0,178.712,8.470,179.774,-18.40,21.25,147.88,-17.98,-7.79,174.11,54.136,54.446,-19.0402,1.4738,303.59,211.83,-19.0709,1.0699,,,0.22889,0
3.0411,1,15,3,3,351.75,453.83,capture,310.58,217.02,240.37,0,178.784,8.422,179.791,-18.43,21.26,147.57,-17.70,-7.31,173.69,54.028,54.287,-17.8425,1.2891,310.58,217.02,-18.5181,1.1686,,,0.22017,0
3.1496,1,15,3,3,351.75,453.83,capture,289.73,230.09,232.18,0,178.858,8.524,179.799,-18.42,21.44,147.61,-18.21,-7.38,173.54,53.722,53.790,-19.2029,0.5539,289.73,230.09,-18.8263,0.8919,,,0.17554,0
3.3311,2,2,0,2,251.25,64.83,dwell,294.58,301.61,240.71,0,178.875,8.369,179.823,-18.45,21.39,147.67,-17.93,-7.52,174.20,53.416,54.320,-20.8461,0.6089,294.58,301.61,-20.8461,0.6089,,,0.20563,0
3.4558,2,2,0,2,251.25,64.83,dwell,265.93,229.73,165.55,0,178.869,8.286,179.774,-18.46,21.24,147.29,-18.27,-7.38,173.18,53.272,54.212,-18.6246,-0.6559,265.93,229.73,-19.8464,0.0398,,,0.18540,0
3.5812,2,2,0,2,251.25,64.83,dwell,284.11,-14.44,85.81,0,178.869,8.144,179.744,-18.39,21.20,147.47,-18.28,-7.80,173.87,53.019,54.398,-9.1177,-0.2925,284.11,-14.44,-15.0185,-0.1097,,,0.21750,0
3.7073,2,2,0,2,251.25,64.83,dwell,293.25,181.33,123.84,0,178.877,8.126,179.748,-18.29,21.27,147.45,-18.12,-6.72,174.14,53.241,54.206,-16.5422,0.3567,293.25,181.33,-15.7042,0.1001,,,0.19808,0
3.8075,2,2,0,2,251.25,64.83,dwell,238.49,70.77,14.07,1,178.822,8.022,179.773,-18.34,21.12,147.37,-17.99,-7.50,173.59,53.080,53.725,-12.6949,-1.5720,238.49,70.77,-14.3500,-0.6523,,,0.18244,0
3.9027,2,2,0,2,251.25,64.83,dwell,263.96,50.29,19.31,1,178.838,7.960,179.789,-18.25,20.84,147.51,-17.64,-7.98,173.81,53.357,53.618,-11.7010,-0.6819,263.96,50.29,-13.1579,-0.6656,,,0.20398,0
4.0134,2,2,0,2,251.25,64.83,dwell,251.63,64.85,0.38,1,178.971,7.996,179.790,-18.34,20.64,147.48,-18.28,-6.81,173.91,53.407,53.466,-12.4661,-1.1785,251.63,64.85,-12.8466,-0.8964,,,0.21443,0
4.0984,2,2,0,2,251.25,64.83,dwell,252.74,63.81,1.81,1,178.979,7.882,179.817,-18.34,20.74,147.61,-17.92,-6.81,174.22,53.347,53.480,-12.2977,-0.6251,252.74,63.81,-12.5996,-0.7743,,,0.20303,0
4.1809,2,2,0,2,251.25,64.83,capture,226.51,-3.29,72.48,0,179.016,7.839,179.826,-18.36,20.96,147.59,-17.96,-8.28,173.81,53.540,53.548,-9.7351,-2.3545,226.51,-3.29,-11.3106,-1.4854,,,0.19778,0
4.3100,2,2,0,2,251.25,64.83,capture,222.82,20.60,52.58,1,178.899,7.689,179.809,-18.26,20.89,147.33,-17.74,-7.34,173.97,53.205,53.486,-10.0563,-2.6093,222.82,20.60,-10.7461,-1.9912,,,0.20016,0
4.3944,2,2,0,2,251.25,64.83,capture,202.06,32.15,59.06,1,178.989,7.755,179.793,-18.29,20.82,147.41,-17.96,-7.71,173.64,53.463,53.615,-10.7369,-3.4615,202.06,32.15,-10.7420,-2.6528,,,0.20750,0
4.4942,2,2,0,2,251.25,64.83,capture,237.41,39.51,28.86,1,179.023,7.876,179.789,-18.31,20.96,147.29,-18.05,-7.14,173.40,53.570,53.977,-11.6604,-2.0946,237.41,39.51,-11.1553,-2.4016,,,0.19368,0
4.6092,2,2,0,2,251.25,64.83,capture,238.10,24.98,41.97,1,179.057,7.950,179.776,-18.26,20.93,147.27,-17.75,-7.51,173.56,53.618,54.432,-10.9947,-1.6417,238.10,24.98,-11.0830,-2.0597,,,0.22816,0
4.7164,2,2,0,2,251.25,64.83,capture,210.71,23.22,58.10,1,179.036,8.008,179.730,-18.27,20.98,147.52,-17.72,-7.68,174.00,53.788,54.216,-10.6870,-2.7593,210.71,23.22,-10.9048,-2.3745,,,0.19807,0
4.8191,2,2,0,2,251.25,64.83,capture,217.21,49.81,37.21,1,179.097,7.863,179.752,-18.07,21.08,147.41,-16.74,-6.34,173.89,54.062,53.971,-11.6496,-2.3960,217.21,49.81,-11.2400,-2.3842,,,0.22278,0
4.9201,2,2,0,2,251.25,64.83,capture,215.99,28.68,50.50,1,178.936,7.927,179.745,-18.13,20.88,147.55,-17.72,-6.34,173.58,53.534,53.660,-11.5931,-2.7448,215.99,28.68,-11.3989,-2.5465,,,0.21788,0
5.0278,2,2,0,2,251.25,64.83,capture,210.51,34.39,50.86,1,178.926,8.009,179.779,-18.10,20.90,147.63,-17.87,-7.79,174.34,53.614,54.236,-11.3288,-3.2570,210.51,34.39,-11.3674,-2.8662,,,0.23423,0
5.1735,2,2,0,2,251.25,64.83,capture,230.40,35.85,35.70,1,178.942,8.040,179.796,-18.17,20.72,147.67,-17.31,-8.08,174.31,53.771,53.993,-10.7288,-2.6209,230.40,35.85,-11.0800,-2.7558,,,0.21382,0
5.2611,2,2,0,2,251.25,64.83,capture,217.30,29.13,49.27,1,178.817,7.958,179.793,-18.37,20.90,147.67,-17.86,-7.60,173.94,53.782,54.276,-10.8053,-3.0036,217.30,29.13,-10.9564,-2.8673,,,0.22426,0
5.3527,2,2,0,2,251.25,64.83,capture,225.62,32.34,41.38,1,178.892,7.900,179.772,-18.56,20.80,147.64,-17.99,-7.87,174.09,53.866,54.453,-11.3937,-2.4879,225.62,32.34,-11.1532,-2.6966,,,0.20739,0
5.4461,2,2,0,2,251.25,64.83,capture,211.24,50.42,42.53,1,178.867,7.863,179.806,-18.61,20.69,147.59,-18.55,-7.37,174.27,53.813,54.760,-12.8334,-3.4353,211.24,50.42,-11.9093,-3.0290,,,0.21223,0
5.5421,2,2,0,2,251.25,64.83,capture,219.92,44.66,37.26,1,178.820,7.817,179.814,-18.64,20.64,147.55,-17.92,-7.07,173.65,54.071,54.329,-11.8700,-3.0563,219.92,44.66,-11.8916,-3.0413,,,0.22642,0
5.6525,2,2,0,2,251.25,64.83,capture,213.36,14.55,62.96,1,178.934,7.821,179.817,-18.55,20.62,147.70,-17.67,-8.16,173.46,53.686,54.343,-10.4145,-2.4927,213.36,14.55,-11.2269,-2.7944,,,0.20530,0
5.7435,2,2,0,2,251.25,64.83,capture,225.52,20.82,50.98,1,178.986,7.834,179.793,-18.56,20.45,147.87,-17.34,-8.35,173.96,53.788,54.350,-10.2849,-3.0240,225.52,20.82,-10.8030,-2.8977,,,0.21398,0
5.8295,2,2,0,2,251.25,64.83,capture,213.33,43.27,43.62,1,178.884,7.716,179.767,-18.50,20.60,147.78,-18.51,-7.71,174.07,53.803,54.434,-10.6935,-3.1679,213.33,43.27,-10.7537,-3.0193,,,0.21417,0
5.9202,2,2,0,2,251.25,64.83,capture,221.67,47.54,34.26,1,178.916,7.747,179.784,-18.61,20.68,147.98,-18.25,-7.91,174.61,53.532,54.494,-11.7128,-2.9890,221.67,47.54,-11.1853,-3.0057,,,0.17907,0
6.0024,2,2,0,2,251.25,64.83,capture,216.36,26.44,51.88,1,178.967,7.623,179.756,-18.68,20.68,148.36,-18.15,-7.34,174.74,53.533,54.442,-10.9730,-2.1545,216.36,26.44,-11.0898,-2.6226,,,0.19811,0
6.0986,2,2,0,2,251.25,64.83,capture,214.36,27.15,52.73,1,178.777,7.698,179.757,-18.75,20.72,148.66,-18.47,-8.31,175.10,53.687,54.446,-11.6047,-2.6141,214.36,27.15,-11.3215,-2.6188,,,0.21308,0
6.2938,3,11,2,3,351.75,324.17,dwell,244.17,45.14,299.05,0,178.913,7.629,179.772,-18.67,20.69,148.71,-18.31,-7.92,175.39,53.672,54.855,-11.0268,-1.4851,244.17,45.14,-11.0268,-1.4851,,,0.23724,0
6.3843,3,11,2,3,351.75,324.17,dwell,370.09,237.33,88.75,0,178.991,7.867,179.798,-18.70,20.68,148.38,-18.66,-7.13,174.94,53.950,54.517,-19.0541,4.2251,370.09,237.33,-14.6391,1.0845,,,0.22730,0
6.4813,3,11,2,3,351.75,324.17,dwell,293.27,70.82,260.01,0,178.897,7.778,179.845,-18.60,20.61,148.51,-17.75,-7.75,175.11,54.060,54.475,-12.7365,1.2095,293.27,70.82,-13.7829,1.1407,,,0.23160,0
6.5761,3,11,2,3,351.75,324.17,dwell,268.51,211.39,140.17,0,178.991,7.771,179.830,-18.58,20.70,148.50,-18.02,-8.10,175.15,53.818,54.620,-16.9642,0.0570,268.51,211.39,-15.2145,0.6531,,,0.20786,0
6.6617,3,11,2,3,351.75,324.17,dwell,339.37,40.86,283.58,0,178.804,7.709,179.847,-18.56,20.53,148.44,-17.77,-7.42,175.30,54.179,54.384,-10.1331,2.8090,339.37,40.86,-12.9279,1.6232,,,0.24264,0
6.7613,3,11,2,3,351.75,324.17,dwell,301.55,23.08,305.24,0,178.917,7.607,179.831,-18.55,20.58,148.31,-17.71,-7.77,175.07,54.134,54.515,-10.2445,1.5243,301.55,23.08,-11.7204,1.5787,,,0.24322,0
6.8766,3,11,2,3,351.75,324.17,dwell,351.17,88.04,236.13,0,178.800,7.805,179.839,-18.51,20.46,148.15,-18.01,-8.22,174.97,54.044,54.590,-13.0671,2.8721,351.17,88.04,-12.3264,2.1607,,,0.22889,0
6.9715,3,11,2,3,351.75,324.17,dwell,308.99,169.06,160.89,0,178.813,7.822,179.833,-18.38,20.46,148.09,-18.61,-7.33,174.18,53.769,54.509,-16.0342,0.8074,308.99,169.06,-13.9949,1.5517,,,0.22620,0
7.0714,3,11,2,3,351.75,324.17,dwell,280.60,173.81,166.34,0,178.839,7.703,179.798,-18.47,20.45,148.06,-17.75,-7.55,174.67,53.705,54.671,-17.4853,0.2979,280.60,173.81,-15.5656,0.9875,,,0.20997,0
7.1680,3,11,2,3,351.75,324.17,dwell,309.55,127.12,201.51,0,178.744,7.701,179.811,-18.39,20.30,147.71,-18.58,-8.44,174.33,53.429,54.610,-15.3703,1.3767,309.55,127.12,-15.4777,1.1626,,,0.17157,0
7.2779,3,11,2,3,351.75,324.17,capture,330.97,161.49,164.00,0,178.781,7.789,179.803,-18.42,20.46,147.63,-17.85,-7.97,173.61,53.376,54.947,-15.3150,2.7420,330.97,161.49,-15.4045,1.8734,,,0.21712,0
7.3714,3,11,2,3,351.75,324.17,capture,336.25,156.95,167.93,0,178.845,7.775,179.813,-18.31,20.56,147.64,-18.36,-8.04,174.03,53.314,54.680,-16.0561,2.2997,336.25,156.95,-15.6977,2.0652,,,0.21538,0
7.4914,3,11,2,3,351.75,324.17,capture,330.39,153.49,172.01,0,178.981,7.799,179.806,-18.21,20.71,147.53,-17.77,-7.92,174.16,53.118,54.587,-15.7878,2.7409,330.39,153.49,-15.7382,2.3693,,,0.19752,0
7.5871,3,11,2,3,351.75,324.17,capture,350.30,170.56,153.61,0,178.933,7.860,179.840,-18.27,20.66,147.52,-18.05,-7.53,174.13,53.273,54.743,-16.1890,3.6466,350.30,170.56,-15.9411,2.9441,,,0.21677,0
7.6850,3,11,2,3,351.75,324.17,capture,366.72,148.90,175.90,0,179.017,8.007,179.846,-18.17,20.53,147.50,-17.79,-7.56,173.43,53.171,55.016,-15.8667,4.6291,366.72,148.90,-15.9076,3.7023,,,0.18196,0
7.7900,3,11,2,3,351.75,324.17,capture,357.52,138.72,185.54,0,178.982,8.137,179.875,-18.17,20.54,147.44,-17.69,-8.41,173.37,53.192,54.670,-14.2777,4.0084,357.52,138.72,-15.1742,3.8401,,,0.20505,0
7.8737,3,11,2,3,351.75,324.17,capture,347.70,148.48,175.73,0,179.005,8.055,179.876,-18.20,20.41,147.47,-17.77,-8.58,173.60,53.053,54.394,-15.2630,3.4364,347.70,148.48,-15.2141,3.6584,,,0.18904,0
7.9810,3,11,2,3,351.75,324.17,capture,336.49,166.92,157.99,0,179.065,8.050,179.878,-18.32,20.54,147.51,-18.40,-7.54,173.73,53.069,53.940,-16.8214,3.0627,336.49,166.92,-15.9374,3.3903,,,0.18333,0
8.0965,3,11,2,3,351.75,324.17,capture,354.27,168.96,155.23,0,179.124,8.060,179.883,-18.37,20.54,147.62,-18.03,-9.05,174.53,53.418,53.672,-16.3131,3.8651,354.27,168.96,-16.1065,3.6040,,,0.20560,0
8.2074,3,11,2,3,351.75,324.17,capture,370.01,142.45,182.63,0,179.114,8.128,179.884,-18.26,20.59,147.42,-17.45,-7.87,173.32,53.139,53.733,-15.2840,3.7275,370.01,142.45,-15.7364,3.6596,,,0.17095,0
8.2894,3,11,2,3,351.75,324.17,capture,361.75,151.74,172.72,0,178.949,8.172,179.852,-18.34,20.62,147.53,-17.80,-6.84,174.06,53.026,54.242,-15.5421,3.8197,361.75,151.74,-15.6489,3.7316,,,0.17647,0
8.3761,3,11,2,3,351.75,324.17,capture,344.10,170.33,154.03,0,179.004,8.273,179.845,-18.32,20.65,147.57,-18.11,-7.64,173.72,53.049,54.494,-16.2672,3.4522,344.10,170.33,-15.9272,3.6059,,,0.19221,0
8.4792,3,11,2,3,351.75,324.17,capture,375.50,136.76,188.91,0,179.148,8.188,179.831,-18.35,20.70,147.67,-17.80,-8.04,174.35,53.377,54.386,-15.0548,4.8924,375.50,136.76,-15.5346,4.1848,,,0.21196,0
8.5780,3,11,2,3,351.75,324.17,capture,344.95,141.84,182.45,0,179.185,8.180,179.831,-18.46,20.76,148.01,-18.08,-8.50,174.42,53.455,54.573,-15.0724,3.1031,344.95,141.84,-15.3266,3.6981,,,0.20893,0
8.6777,3,11,2,3,351.75,324.17,capture,352.68,145.49,178.68,0,179.152,8.041,179.822,-18.52,20.79,147.90,-17.56,-8.65,174.36,53.569,54.265,-15.7379,3.3082,352.68,145.49,-15.5117,3.5226,,,0.21864,0
8.7803,3,11,2,3,351.75,324.17,capture,350.39,125.94,198.23,0,179.066,8.009,179.802,-18.43,20.67,147.70,-17.64,-8.43,173.95,53.473,54.348,-14.9679,3.7553,350.39,125.94,-15.2670,3.6273,,,0.19972,0
8.8711,3,11,2,3,351.75,324.17,capture,339.20,162.46,162.19,0,179.061,8.048,179.818,-18.39,20.62,147.46,-17.64,-7.80,173.53,53.530,54.388,-16.3715,2.8093,339.20,162.46,-15.7640,3.2592,,,0.19825,0
8.9671,3,11,2,3,351.75,324.17,capture,347.72,131.72,192.49,0,179.049,8.108,179.766,-18.55,20.61,147.39,-18.30,-7.69,173.44,53.339,54.429,-14.0109,3.3492,347.72,131.72,-14.9751,3.2997,,,0.19777,0
9.1403,4,20,5,0,50.25,713.17,dwell,308.31,235.59,542.84,0,179.081,8.351,179.746,-18.46,20.62,147.32,-17.63,-8.54,173.68,53.827,53.650,-19.5658,1.8741,308.31,235.59,-19.5658,1.8741,,,0.23139,0
9.2344,4,20,5,0,50.25,713.17,dwell,172.29,275.73,454.14,0,179.026,8.274,179.752,-18.45,20.55,147.44,-18.15,-7.87,173.54,54.172,53.664,-20.3604,-4.6238,172.29,275.73,-19.9234,-1.0499,,,0.24080,0
