t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0534,1,6,1,2,251.25,194.50,dwell,152.76,360.23,192.79,0,178.432,8.624,179.748,-18.40,20.00,146.74,-18.28,-8.32,172.63,53.976,55.207,-23.6874,-6.1255,152.76,360.23,-23.6874,-6.1255,,,0.21774,0
0.1478,1,6,1,2,251.25,194.50,dwell,284.89,361.14,170.00,0,178.534,8.668,179.761,-18.41,20.40,147.00,-18.22,-7.84,173.25,53.634,55.193,-23.9209,0.0692,284.89,361.14,-23.7925,-3.3379,,,0.23714,0
0.2298,1,6,1,2,251.25,194.50,dwell,196.47,255.38,81.90,0,178.611,8.541,179.768,-18.30,20.58,146.88,-17.68,-8.07,173.38,53.367,55.623,-19.4566,-4.1806,196.47,255.38,-21.8413,-3.7171,,,0.19795,0
0.3424,1,6,1,2,251.25,194.50,dwell,262.74,409.43,215.24,0,178.617,8.486,179.786,-18.29,20.58,146.85,-17.65,-8.44,172.79,53.360,55.555,-25.5011,-1.2089,262.74,409.43,-23.4882,-2.5884,,,0.20414,0
0.4473,1,6,1,2,251.25,194.50,dwell,167.68,312.81,144.85,0,178.674,8.562,179.807,-18.29,20.67,147.03,-17.63,-7.18,173.02,53.243,55.406,-21.1378,-4.4167,167.68,312.81,-22.4305,-3.4111,,,0.22186,0
0.5570,1,6,1,2,251.25,194.50,dwell,195.04,269.08,93.39,0,178.589,8.318,179.798,-18.21,20.69,147.13,-17.69,-7.78,173.60,53.320,55.333,-20.0872,-3.0197,195.04,269.08,-21.3760,-3.2350,,,0.18908,0
0.6617,1,6,1,2,251.25,194.50,dwell,186.26,297.32,121.64,0,178.594,8.251,179.822,-18.19,20.68,147.12,-17.54,-8.02,173.40,53.535,55.156,-20.6192,-4.3083,186.26,297.32,-21.0355,-3.7180,,,0.19982,0
0.7757,1,6,1,2,251.25,194.50,dwell,189.02,266.70,95.32,0,178.583,8.221,179.796,-18.07,20.67,147.17,-17.51,-8.43,173.78,53.765,55.316,-20.2141,-3.8042,189.02,266.70,-20.6659,-3.7568,,,0.23517,0
0.8734,1,6,1,2,251.25,194.50,capture,183.15,241.94,82.99,0,178.654,8.098,179.732,-18.07,20.65,147.49,-17.52,-7.31,173.56,53.749,54.872,-19.5290,-4.6364,183.15,241.94,-20.1543,-4.1526,,,0.18961,0
0.9796,1,6,1,2,251.25,194.50,capture,211.64,273.95,88.78,0,178.721,8.060,179.763,-18.12,20.45,147.41,-17.55,-7.79,173.91,53.736,54.812,-21.1364,-2.1042,211.64,273.95,-20.5962,-3.2308,,,0.22128,0
1.0769,1,6,1,2,251.25,194.50,capture,186.36,264.74,95.63,0,178.823,7.955,179.733,-18.13,20.43,147.34,-17.77,-8.26,173.79,53.442,54.670,-20.1112,-4.2631,186.36,264.74,-20.3779,-3.6953,,,0.19649,0
1.1695,1,6,1,2,251.25,194.50,capture,177.46,259.49,98.33,0,178.848,7.913,179.707,-18.04,20.52,147.26,-18.19,-7.59,173.01,53.640,54.628,-20.9701,-4.8682,177.46,259.49,-20.6444,-4.2231,,,0.19635,0
1.2719,1,6,1,2,251.25,194.50,capture,184.07,237.24,79.62,0,178.982,7.824,179.697,-18.10,20.50,147.05,-17.92,-8.30,173.01,53.647,54.701,-19.5912,-4.3096,184.07,237.24,-20.1705,-4.2620,,,0.22687,0
1.3741,1,6,1,2,251.25,194.50,capture,188.36,249.98,83.86,0,178.939,7.784,179.693,-18.26,20.64,146.99,-17.37,-7.99,173.36,53.784,54.483,-19.6782,-3.8787,188.36,249.98,-19.9489,-4.0895,,,0.20823,0
1.4652,1,6,1,2,251.25,194.50,capture,185.63,259.77,92.55,0,178.963,7.690,179.739,-18.29,20.64,147.18,-17.56,-8.16,173.33,53.498,54.299,-19.7034,-4.1894,185.63,259.77,-19.8384,-4.1345,,,0.21812,0
1.5536,1,6,1,2,251.25,194.50,capture,188.08,243.16,79.74,0,179.079,7.618,179.764,-18.27,20.59,147.07,-17.80,-7.88,173.11,53.959,54.171,-19.8596,-3.9995,188.08,243.16,-19.8480,-4.0737,,,0.20423,0
1.6476,1,6,1,2,251.25,194.50,capture,183.47,233.02,77.96,0,178.930,7.565,179.751,-18.15,20.81,147.18,-17.71,-7.70,172.78,53.973,54.436,-19.1023,-4.0423,183.47,233.02,-19.5124,-4.0596,,,0.23753,0
1.7552,1,6,1,2,251.25,194.50,capture,188.50,253.47,86.11,0,178.895,7.483,179.729,-18.12,20.86,146.85,-17.83,-7.57,172.95,53.807,54.423,-20.2780,-3.6561,188.50,253.47,-19.8569,-3.8780,,,0.21953,0
1.8483,1,6,1,2,251.25,194.50,capture,194.68,255.16,82.94,0,178.928,7.490,179.739,-18.13,20.87,146.79,-17.68,-7.38,173.06,53.838,54.446,-19.7239,-4.2656,194.68,255.16,-19.7970,-4.0524,,,0.20018,0
1.9543,1,6,1,2,251.25,194.50,capture,193.65,251.86,81.29,0,178.902,7.610,179.790,-18.25,20.70,146.76,-17.80,-7.39,173.04,53.517,54.552,-19.4933,-4.2287,193.65,251.86,-19.6604,-4.1318,,,0.23825,0
2.0518,1,6,1,2,251.25,194.50,capture,196.98,262.02,86.63,0,178.958,7.733,179.806,-18.20,20.65,147.03,-17.80,-7.56,173.31,53.775,54.404,-19.0659,-3.9132,196.98,262.02,-19.3929,-4.0334,,,0.21221,0
2.1564,1,6,1,2,251.25,194.50,capture,147.53,218.76,106.52,0,178.887,7.695,179.849,-18.27,20.74,147.19,-17.98,-8.14,174.19,53.636,54.965,-18.6364,-6.2181,147.53,218.76,-19.0524,-5.0165,,,0.19007,0
2.2589,1,6,1,2,251.25,194.50,capture,182.27,248.79,87.78,0,178.925,7.614,179.857,-18.24,20.72,147.13,-17.66,-7.99,173.10,53.718,54.996,-18.7429,-4.4754,182.27,248.79,-18.9131,-4.7730,,,0.21996,0
2.3501,1,6,1,2,251.25,194.50,capture,181.90,254.35,91.60,0,179.012,7.635,179.840,-18.25,20.76,147.11,-18.25,-7.55,173.39,53.967,54.626,-19.5421,-3.8620,181.90,254.35,-19.1961,-4.3631,,,0.20200,0
