t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0469,1,3,0,3,351.75,77.80,dwell,219.97,207.08,184.61,0,178.932,7.593,179.890,-18.28,22.61,148.00,-17.09,-6.83,174.69,54.148,53.781,-17.8571,-2.6234,219.97,207.08,-17.8571,-2.6234,,,0.23799,0
0.1572,1,3,0,3,351.75,77.80,dwell,342.61,288.88,211.28,0,179.035,7.610,179.866,-18.25,22.53,147.90,-17.73,-6.80,173.94,54.093,53.982,-20.6951,3.0337,342.61,288.88,-19.1342,-0.0778,,,0.19358,0
0.2508,1,3,0,3,351.75,77.80,dwell,249.29,130.55,115.24,0,179.055,7.611,179.843,-18.25,22.26,147.76,-17.62,-6.60,174.07,54.063,53.946,-14.6569,-0.8569,249.29,130.55,-17.1194,-0.4284,,,0.21662,0
0.3328,1,3,0,3,351.75,77.80,dwell,201.25,195.85,191.27,0,179.151,7.590,179.865,-18.36,22.17,147.59,-18.09,-6.39,174.05,53.962,54.320,-17.1652,-4.1594,201.25,195.85,-17.1400,-2.1073,,,0.21063,0
0.4375,1,3,0,3,351.75,77.80,dwell,323.80,146.01,73.71,1,179.181,7.665,179.827,-18.35,21.92,147.41,-17.88,-7.88,173.85,53.928,54.126,-15.7720,2.3096,323.80,146.01,-16.5244,-0.1197,,,0.21536,0
0.5360,1,3,0,3,351.75,77.80,dwell,279.84,202.68,144.10,0,179.132,7.740,179.818,-18.35,21.75,147.65,-17.91,-6.73,173.94,53.840,54.055,-17.4140,-0.0199,279.84,202.68,-16.9247,-0.0748,,,0.22182,0
0.6441,1,3,0,3,351.75,77.80,dwell,295.03,166.67,105.43,0,178.954,7.752,179.811,-18.30,21.53,147.87,-18.08,-6.96,174.66,53.899,53.672,-16.1155,0.9990,295.03,166.67,-16.5606,0.4084,,,0.21655,0
0.7449,1,3,0,3,351.75,77.80,dwell,320.13,144.11,73.46,1,178.964,7.842,179.818,-18.29,21.46,147.91,-17.54,-7.11,174.57,53.755,53.461,-16.8348,2.4745,320.13,144.11,-16.6840,1.3382,,,0.20326,0
0.8543,1,3,0,3,351.75,77.80,dwell,281.98,127.44,85.63,0,179.056,7.805,179.822,-18.28,21.19,147.93,-18.57,-7.23,174.37,53.338,53.704,-14.9575,0.2843,281.98,127.44,-15.9070,0.8639,,,0.18783,0
0.9363,1,3,0,3,351.75,77.80,dwell,291.20,117.33,72.31,0,179.027,7.734,179.831,-18.36,21.10,147.71,-17.81,-7.82,173.53,53.634,53.372,-15.1066,0.0582,291.20,117.33,-15.5468,0.5013,,,0.20610,0
1.0346,1,3,0,3,351.75,77.80,capture,300.06,92.04,53.62,0,179.083,7.731,179.851,-18.34,20.84,147.92,-17.82,-7.14,173.72,53.702,53.510,-13.4934,1.4407,300.06,92.04,-14.6228,0.9241,,,0.22364,0
1.1316,1,3,0,3,351.75,77.80,capture,298.76,69.36,53.66,0,179.106,7.741,179.860,-18.28,20.74,147.67,-18.03,-7.38,173.48,54.081,53.444,-12.8390,1.6261,298.76,69.36,-13.8201,1.2400,,,0.21752,0
1.2361,1,3,0,3,351.75,77.80,capture,304.83,90.73,48.67,1,179.108,7.703,179.851,-18.42,20.71,147.59,-18.38,-7.54,173.90,54.626,54.208,-13.0779,1.4765,304.83,90.73,-13.4861,1.3464,,,0.24364,0
1.3286,1,3,0,3,351.75,77.80,capture,300.40,67.61,52.35,0,179.063,7.621,179.848,-18.41,20.67,147.83,-17.42,-8.13,174.03,54.533,54.230,-12.1761,0.5243,300.40,67.61,-12.8966,0.9764,,,0.22668,0
1.4408,1,3,0,3,351.75,77.80,capture,292.34,72.34,59.66,0,179.108,7.542,179.819,-18.35,20.63,147.94,-17.79,-7.77,174.46,54.502,54.474,-14.1070,0.2860,292.34,72.34,-13.4413,0.6658,,,0.23684,0
1.5613,1,3,0,3,351.75,77.80,capture,299.55,63.10,54.23,0,179.034,7.431,179.797,-18.36,20.55,147.92,-18.10,-7.84,174.45,54.550,54.397,-12.2987,1.0608,299.55,63.10,-12.9271,0.8435,,,0.22719,0
1.6740,1,3,0,3,351.75,77.80,capture,303.71,45.27,58.02,1,178.982,7.320,179.780,-18.27,20.62,147.85,-17.43,-8.09,174.05,54.209,54.223,-12.6949,0.4111,303.71,45.27,-12.8226,0.6490,,,0.21638,0
1.7749,1,3,0,3,351.75,77.80,capture,291.05,54.70,64.95,0,178.945,7.306,179.789,-18.29,20.64,147.95,-17.80,-7.82,174.81,54.202,54.560,-11.9326,0.6441,291.05,54.70,-12.4221,0.6468,,,0.21393,0
1.8836,1,3,0,3,351.75,77.80,capture,286.56,70.42,65.61,0,178.924,7.401,179.825,-18.33,20.85,148.09,-18.26,-7.23,174.78,54.101,54.801,-12.3119,0.6280,286.56,70.42,-12.3725,0.6383,,,0.24508,0
1.9819,1,3,0,3,351.75,77.80,capture,290.61,47.55,68.21,0,178.959,7.336,179.851,-18.32,20.72,147.90,-18.24,-8.19,174.64,53.996,55.087,-11.6591,0.8273,290.61,47.55,-12.0515,0.7234,,,0.20886,0
2.0781,1,3,0,3,351.75,77.80,capture,299.43,80.87,52.41,0,179.005,7.310,179.871,-18.39,20.74,147.92,-17.69,-8.74,175.11,53.860,55.085,-13.2676,1.4040,299.43,80.87,-12.5987,1.0297,,,0.21460,0
2.1723,1,3,0,3,351.75,77.80,capture,296.16,80.55,55.66,0,178.905,7.229,179.875,-18.37,20.79,147.90,-18.06,-7.70,174.55,53.886,55.017,-12.8742,0.2314,296.16,80.55,-12.7227,0.6704,,,0.20588,0
2.2543,1,3,0,3,351.75,77.80,capture,315.68,53.22,43.65,1,179.012,7.206,179.872,-18.38,20.69,147.75,-17.98,-7.58,174.49,53.975,54.903,-12.6100,1.9044,315.68,53.22,-12.6720,1.2257,,,0.22321,0
2.3712,1,3,0,3,351.75,77.80,capture,290.93,47.88,67.78,0,178.979,7.224,179.898,-18.48,20.65,147.64,-17.95,-8.04,174.13,53.953,54.712,-12.1587,0.9757,290.93,47.88,-12.4410,1.1132,,,0.24006,0
2.4692,1,3,0,3,351.75,77.80,capture,296.51,45.35,64.07,0,179.095,7.389,179.905,-18.45,20.69,147.65,-17.64,-7.83,174.22,53.958,54.805,-12.0375,0.9229,296.51,45.35,-12.2594,1.0276,,,0.20902,0
2.5750,1,3,0,3,351.75,77.80,capture,290.93,60.21,63.31,0,179.010,7.356,179.848,-18.46,20.78,147.55,-18.40,-7.46,173.78,54.159,54.554,-11.9741,0.4309,290.93,60.21,-12.1310,0.7591,,,0.22431,0
2.6680,1,3,0,3,351.75,77.80,capture,290.56,43.60,70.10,0,178.819,7.470,179.830,-18.56,20.60,147.44,-18.28,-8.67,173.90,54.409,54.630,-10.9719,1.0448,290.56,43.60,-11.6094,0.8876,,,0.22090,0
2.7644,1,3,0,3,351.75,77.80,capture,277.04,71.18,75.00,0,178.782,7.433,179.823,-18.59,20.62,147.58,-17.73,-7.60,173.57,54.303,54.598,-11.7629,-0.2763,277.04,71.18,-11.6785,0.3639,,,0.21541,0
2.8559,1,3,0,3,351.75,77.80,capture,292.46,75.53,59.33,0,178.850,7.534,179.839,-18.49,20.71,147.81,-18.04,-7.96,174.20,54.052,54.562,-12.4790,0.9587,292.46,75.53,-12.0387,0.6315,,,0.22417,0
2.9578,1,3,0,3,351.75,77.80,capture,277.83,82.70,74.08,0,178.974,7.349,179.808,-18.46,20.38,147.95,-18.21,-8.02,174.25,54.131,54.687,-13.5164,0.4709,277.83,82.70,-12.7037,0.5593,,,0.21284,0
3.1702,2,16,4,0,50.25,700.20,dwell,315.13,184.63,579.63,0,178.855,7.434,179.827,-18.56,20.39,147.85,-18.00,-8.31,174.73,54.246,54.460,-16.6312,1.5724,315.13,184.63,-16.6312,1.5724,,,0.22588,0
3.2592,2,16,4,0,50.25,700.20,dwell,109.22,166.24,537.21,0,178.852,7.721,179.845,-18.51,20.43,147.62,-18.19,-7.64,173.89,53.884,54.635,-16.4724,-7.3436,109.22,166.24,-16.5598,-2.4398,,,0.21419,0
3.3509,2,16,4,0,50.25,700.20,dwell,178.88,352.16,371.05,0,178.872,7.678,179.821,-18.45,20.56,147.67,-18.47,-6.96,173.67,54.143,54.825,-23.7147,-4.1165,178.88,352.16,-19.7795,-3.1943,,,0.22515,0
3.4459,2,16,4,0,50.25,700.20,dwell,250.57,287.37,458.86,0,178.963,7.711,179.841,-18.60,20.54,147.47,-17.95,-7.99,173.71,53.897,54.760,-20.7177,-0.8008,250.57,287.37,-20.2017,-2.1172,,,0.21527,0
3.5400,2,16,4,0,50.25,700.20,dwell,163.94,345.10,372.86,0,179.030,7.954,179.841,-18.62,20.43,147.65,-17.87,-7.83,173.82,53.468,54.927,-23.9815,-4.9280,163.94,345.10,-21.9026,-3.3821,,,0.20366,0
3.6421,2,16,4,0,50.25,700.20,dwell,216.05,373.84,366.06,0,178.971,8.010,179.801,-18.41,20.47,147.56,-17.66,-8.33,173.83,53.585,54.924,-24.0018,-3.7115,216.05,373.84,-22.8473,-3.5303,,,0.22008,0
3.7474,2,16,4,0,50.25,700.20,dwell,188.50,438.56,295.92,0,178.931,7.989,179.814,-18.30,20.65,147.42,-17.75,-7.79,173.86,53.646,54.630,-27.5997,-3.7918,188.50,438.56,-24.9859,-3.6480,,,0.21232,0
3.8564,2,16,4,0,50.25,700.20,dwell,56.42,463.26,237.02,0,178.863,8.175,179.819,-18.23,20.65,147.32,-17.79,-7.85,173.68,53.415,54.531,-27.7088,-10.0561,56.42,463.26,-26.2112,-6.5316,,,0.18302,0
3.9512,2,16,4,0,50.25,700.20,dwell,56.63,542.36,157.97,0,178.794,8.302,179.848,-18.13,20.65,147.25,-17.29,-7.45,173.05,54.018,53.808,-30.3710,-10.2596,56.63,542.36,-28.0831,-8.2092,,,0.20128,0
4.0366,2,16,4,0,50.25,700.20,dwell,82.77,548.62,155.03,0,178.896,8.394,179.862,-18.12,20.74,147.29,-17.26,-7.60,173.18,53.743,53.712,-30.5607,-9.2253,82.77,548.62,-29.1980,-8.6664,,,0.22778,0
4.1350,2,16,4,0,50.25,700.20,capture,76.81,619.12,85.32,0,178.812,8.638,179.826,-18.12,20.65,147.19,-18.09,-8.72,173.66,53.789,53.847,-34.1881,-9.4033,76.81,619.12,-31.4436,-8.9980,,,0.21217,0
4.2343,2,16,4,0,50.25,700.20,capture,58.10,613.03,87.52,0,178.699,8.474,179.834,-18.02,20.64,147.35,-17.60,-8.58,174.14,53.647,54.004,-34.5731,-10.9642,58.10,613.03,-32.8519,-9.8828,,,0.21716,0
4.3516,2,16,4,0,50.25,700.20,capture,61.73,612.77,88.18,0,178.569,8.550,179.808,-18.06,20.71,147.14,-17.50,-8.20,173.41,53.373,54.182,-33.9522,-10.2320,61.73,612.77,-33.3470,-10.0400,,,0.18838,0
4.4546,2,16,4,0,50.25,700.20,capture,58.20,625.62,75.00,1,178.702,8.393,179.818,-18.04,20.83,147.24,-17.58,-7.89,173.20,53.470,54.711,-34.4038,-10.3778,58.20,625.62,-33.8226,-10.1920,,,0.18876,0
4.5552,2,16,4,0,50.25,700.20,capture,64.21,621.48,79.95,0,178.766,8.440,179.810,-17.95,20.83,147.24,-17.77,-8.47,174.15,53.883,54.982,-34.3657,-9.5417,64.21,621.48,-34.0670,-9.8994,,,0.21637,0
4.6574,2,16,4,0,50.25,700.20,capture,37.36,631.67,69.73,1,178.824,8.635,179.808,-17.94,20.89,147.43,-17.63,-7.01,173.89,53.844,54.461,-33.9472,-11.4470,37.36,631.67,-34.0131,-10.5958,,,0.21825,0
4.7486,2,16,4,0,50.25,700.20,capture,60.53,607.35,93.42,0,178.744,8.676,179.824,-18.11,20.92,147.47,-17.53,-7.54,173.86,54.057,54.767,-33.7591,-9.2226,60.53,607.35,-33.8988,-9.9778,,,0.21987,0
4.8384,2,16,4,0,50.25,700.20,capture,83.08,607.71,98.14,0,178.713,8.592,179.826,-18.08,20.78,147.17,-17.72,-7.89,173.27,53.895,54.561,-34.6947,-9.1822,83.08,607.71,-34.2570,-9.6198,,,0.18412,0
4.9504,2,16,4,0,50.25,700.20,capture,88.45,621.73,87.27,0,178.818,8.665,179.810,-18.07,20.65,147.28,-17.48,-7.68,173.68,53.991,54.933,-33.3012,-8.7023,88.45,621.73,-33.8269,-9.2069,,,0.21548,0
5.0449,2,16,4,0,50.25,700.20,capture,83.73,629.68,78.06,1,178.998,8.748,179.793,-18.20,20.74,147.38,-17.43,-8.18,173.27,54.008,55.176,-34.1337,-9.1543,83.73,629.68,-33.9650,-9.1833,,,0.23117,0
5.1480,2,16,4,0,50.25,700.20,capture,65.59,612.18,89.35,0,178.897,8.589,179.776,-18.06,20.81,147.44,-17.94,-8.25,173.61,53.822,54.906,-33.9410,-10.2563,65.59,612.18,-33.9542,-9.6661,,,0.21382,0
5.2314,2,16,4,0,50.25,700.20,capture,52.77,625.95,74.29,1,178.918,8.715,179.807,-18.08,20.77,147.43,-18.39,-8.28,173.79,53.856,55.144,-34.4079,-10.1728,52.77,625.95,-34.1584,-9.8941,,,0.20622,0
5.3134,2,16,4,0,50.25,700.20,capture,50.25,620.11,80.09,0,178.979,8.688,179.780,-18.09,20.88,147.32,-17.34,-7.78,173.42,53.782,55.082,-34.0052,-11.3182,50.25,620.11,-34.0894,-10.5349,,,0.21121,0
5.4097,2,16,4,0,50.25,700.20,capture,46.78,617.01,83.26,0,178.956,8.683,179.770,-18.17,20.99,147.17,-17.96,-8.25,173.38,53.616,54.954,-33.5626,-11.2631,46.78,617.01,-33.8524,-10.8626,,,0.21487,0
5.4996,2,16,4,0,50.25,700.20,capture,80.77,585.67,118.53,0,178.683,8.647,179.756,-18.32,20.88,147.19,-17.90,-8.15,173.47,53.674,54.760,-33.7658,-8.8557,80.77,585.67,-33.8134,-9.9595,,,0.22015,0
5.5967,2,16,4,0,50.25,700.20,capture,79.56,591.45,112.63,0,178.652,8.550,179.749,-18.30,20.65,146.87,-17.70,-7.32,172.89,53.576,54.422,-32.3296,-9.0292,79.56,591.45,-33.1457,-9.5408,,,0.19937,0
5.6787,2,16,4,0,50.25,700.20,capture,63.38,603.46,97.63,0,178.755,8.561,179.750,-18.31,20.83,146.92,-17.95,-7.63,173.10,53.514,54.254,-32.4612,-9.5542,63.38,603.46,-32.8377,-9.5469,,,0.20164,0
5.7607,2,16,4,0,50.25,700.20,capture,36.56,621.31,80.07,0,178.897,8.612,179.758,-18.33,20.79,146.87,-17.69,-8.34,173.08,53.727,54.182,-35.1938,-10.6125,36.56,621.31,-33.8979,-10.0264,,,0.21003,0
5.8427,2,16,4,0,50.25,700.20,capture,49.79,639.61,60.59,1,178.956,8.592,179.736,-18.42,20.77,146.86,-18.16,-7.57,172.76,53.954,53.980,-35.3557,-10.6456,49.79,639.61,-34.5539,-10.3050,,,0.19575,0
5.9349,2,16,4,0,50.25,700.20,capture,54.14,620.88,79.42,0,178.964,8.642,179.737,-18.45,20.98,146.61,-17.08,-7.18,172.96,53.986,53.791,-33.5982,-10.1468,54.14,620.88,-34.1238,-10.2338,,,0.20322,0
6.1317,3,0,0,0,50.25,77.80,dwell,35.37,589.95,512.37,0,178.983,8.601,179.722,-18.45,20.86,146.46,-17.39,-8.01,173.16,54.312,53.730,-32.4582,-10.3871,35.37,589.95,-32.4582,-10.3871,,,0.21462,0
6.2337,3,0,0,0,50.25,77.80,dwell,26.29,431.88,354.89,0,178.887,8.488,179.720,-18.38,20.60,146.49,-17.80,-8.41,172.17,54.114,53.827,-26.0871,-11.3790,26.29,431.88,-29.5912,-10.8335,,,0.20766,0
6.3223,3,0,0,0,50.25,77.80,dwell,72.11,337.82,260.94,0,178.886,8.335,179.752,-18.34,20.52,146.44,-17.68,-6.99,172.54,54.149,54.236,-21.9207,-9.9309,72.11,337.82,-26.1395,-10.4273,,,0.24168,0
6.4217,3,0,0,0,50.25,77.80,dwell,23.27,199.65,124.80,0,178.887,8.309,179.790,-18.49,20.49,146.44,-18.70,-7.80,172.66,54.197,54.165,-16.6192,-11.0987,23.27,199.65,-21.8553,-10.7294,,,0.21637,0
6.5162,3,0,0,0,50.25,77.80,dwell,97.70,292.60,219.98,0,178.853,8.194,179.802,-18.57,20.26,146.59,-18.12,-8.71,172.70,53.978,54.864,-20.5304,-8.6269,97.70,292.60,-21.2591,-9.7833,,,0.21329,0
6.6190,3,0,0,0,50.25,77.80,dwell,36.49,167.16,90.41,0,178.826,8.052,179.820,-18.50,20.28,146.74,-18.04,-8.93,173.32,53.988,54.973,-15.9367,-11.0001,36.49,167.16,-18.8641,-10.3309,,,0.21270,0
6.7063,3,0,0,0,50.25,77.80,dwell,39.69,127.59,50.90,1,178.772,8.043,179.778,-18.45,20.26,146.90,-17.95,-8.95,173.18,54.162,54.737,-14.6502,-11.1865,39.69,127.59,-16.9678,-10.7159,,,0.22957,0
6.8117,3,0,0,0,50.25,77.80,dwell,54.35,91.35,14.16,1,178.797,7.986,179.753,-18.39,20.37,146.84,-17.85,-8.22,173.01,53.648,54.621,-12.9802,-11.0015,54.35,91.35,-15.1734,-10.8444,,,0.21417,0
6.9304,3,0,0,0,50.25,77.80,dwell,41.73,52.09,27.08,1,178.897,7.931,179.777,-18.36,20.45,147.21,-18.13,-7.63,173.90,53.460,54.465,-11.6652,-11.2547,41.73,52.09,-13.5947,-11.0291,,,0.22838,0
7.0251,3,0,0,0,50.25,77.80,capture,49.47,-1.68,79.48,0,178.909,7.818,179.777,-18.35,20.38,147.19,-18.53,-8.84,173.23,53.677,54.596,-10.0394,-10.2293,49.47,-1.68,-11.9948,-10.6692,,,0.23975,0
7.1356,3,0,0,0,50.25,77.80,capture,70.99,21.14,60.34,1,179.018,7.802,179.777,-18.26,20.41,147.28,-17.48,-8.16,173.34,53.885,54.209,-10.2426,-9.1670,70.99,21.14,-11.2063,-9.9932,,,0.23560,0
7.2312,3,0,0,0,50.25,77.80,capture,41.94,3.28,74.98,1,179.050,7.729,179.766,-18.35,20.50,147.40,-17.69,-8.12,174.34,53.657,54.567,-9.4525,-10.9754,41.94,3.28,-10.4171,-10.4352,,,0.21060,0
7.3265,3,0,0,0,50.25,77.80,capture,51.45,-2.50,80.31,0,178.971,7.788,179.786,-18.32,20.56,147.38,-17.93,-7.77,173.08,53.360,54.848,-9.5820,-9.9664,51.45,-2.50,-10.0413,-10.2242,,,0.18149,0
7.4231,3,0,0,0,50.25,77.80,capture,49.56,5.25,72.55,1,178.945,7.817,179.779,-18.44,20.60,147.11,-18.03,-8.45,173.57,53.235,54.425,-10.3323,-10.2828,49.56,5.25,-10.1722,-10.2506,,,0.20652,0
7.5457,3,0,0,0,50.25,77.80,capture,65.82,28.89,51.33,1,178.910,7.764,179.797,-18.32,20.67,147.05,-17.98,-8.06,173.41,53.403,54.590,-11.0868,-9.5994,65.82,28.89,-10.5838,-9.9575,,,0.17500,0
7.6302,3,0,0,0,50.25,77.80,capture,57.13,10.44,67.71,1,178.973,7.757,179.771,-18.32,20.69,146.99,-17.96,-7.26,173.36,53.723,54.495,-11.2437,-9.5619,57.13,10.44,-10.8808,-9.7795,,,0.22323,0
7.7144,3,0,0,0,50.25,77.80,capture,56.75,-3.19,81.25,0,178.883,7.622,179.747,-18.42,20.75,146.89,-17.69,-7.34,172.78,53.651,54.633,-9.0895,-9.9450,56.75,-3.19,-10.0747,-9.8540,,,0.22110,0
7.8028,3,0,0,0,50.25,77.80,capture,69.03,20.67,60.14,1,178.870,7.440,179.765,-18.36,20.70,147.08,-17.80,-8.23,173.05,53.581,54.644,-9.9104,-9.8747,69.03,20.67,-10.0008,-9.8633,,,0.22741,0
