t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0232,1,7,0,7,335.00,43.22,dwell,266.87,179.99,152.80,0,178.862,8.390,179.785,-17.95,20.10,147.45,-17.13,-8.48,173.31,54.579,54.747,-17.0847,-0.1846,266.87,179.99,-17.0847,-0.1846,,,0.21179,0
0.1232,1,7,0,7,335.00,43.22,dwell,237.36,378.38,349.09,0,178.722,8.345,179.792,-18.04,20.03,147.42,-17.94,-8.66,173.91,54.199,54.659,-23.9901,-1.9073,237.36,378.38,-20.1921,-0.9598,,,0.21915,0
0.2273,1,7,0,7,335.00,43.22,dwell,348.58,178.98,136.44,0,178.648,8.162,179.812,-18.04,20.00,147.44,-17.62,-8.40,173.69,53.971,54.808,-16.4319,3.8824,348.58,178.98,-18.5000,1.2192,,,0.22145,0
0.3302,1,7,0,7,335.00,43.22,dwell,332.68,229.19,185.98,0,178.729,7.992,179.848,-18.12,20.00,147.48,-17.27,-8.56,173.63,53.570,54.610,-18.6014,2.2506,332.68,229.19,-18.5456,1.6833,,,0.20294,0
0.4216,1,7,0,7,335.00,43.22,dwell,350.47,167.61,125.35,0,178.848,7.964,179.862,-18.11,20.07,147.31,-17.80,-7.96,173.71,53.409,54.826,-16.6926,3.5170,350.47,167.61,-17.7118,2.5085,,,0.18093,0
0.5141,1,7,0,7,335.00,43.22,dwell,302.85,160.98,122.07,0,178.845,7.782,179.871,-18.19,20.10,147.07,-18.53,-7.46,173.57,53.506,54.891,-16.6808,0.6159,302.85,160.98,-17.2478,1.6568,,,0.20581,0
0.5984,1,7,0,7,335.00,43.22,dwell,401.14,113.38,96.42,0,178.810,7.740,179.811,-18.19,20.01,147.27,-18.42,-9.72,173.73,53.327,54.671,-14.3878,5.3496,401.14,113.38,-15.9608,3.3186,,,0.19586,0
0.7005,1,7,0,7,335.00,43.22,dwell,428.69,26.16,95.23,0,178.837,7.476,179.815,-18.18,20.06,147.35,-18.50,-9.19,174.00,53.423,54.668,-10.0762,7.0402,428.69,26.16,-13.3127,4.9933,,,0.20199,0
0.7975,1,7,0,7,335.00,43.22,dwell,434.92,13.78,104.17,0,178.918,7.286,179.841,-18.27,20.33,147.06,-17.61,-8.61,173.64,53.378,54.734,-10.6448,7.3251,434.92,13.78,-12.1122,6.0426,,,0.21178,0
0.8880,1,7,0,7,335.00,43.22,dwell,410.49,37.19,75.73,0,178.969,7.365,179.827,-18.26,20.34,147.08,-18.19,-7.63,173.58,53.615,54.513,-11.6364,5.8881,410.49,37.19,-11.8981,5.9731,,,0.21799,0
0.9700,1,7,0,7,335.00,43.22,capture,415.75,-4.28,93.69,0,179.056,7.458,179.839,-18.28,20.48,147.01,-17.58,-8.90,173.35,53.751,54.817,-9.8833,5.9521,415.75,-4.28,-10.9914,5.9636,,,0.20341,0
1.0757,1,7,0,7,335.00,43.22,capture,422.67,-5.02,100.07,0,179.194,7.433,179.849,-18.36,20.61,146.92,-17.86,-7.70,172.64,53.759,54.659,-9.3208,6.7711,422.67,-5.02,-10.2396,6.3270,,,0.20178,0
1.1626,1,7,0,7,335.00,43.22,capture,431.51,-32.06,122.40,0,179.238,7.476,179.804,-18.27,20.42,147.35,-17.69,-8.13,173.69,53.952,54.455,-8.2659,7.8077,431.51,-32.06,-9.3515,6.9933,,,0.23093,0
1.2631,1,7,0,7,335.00,43.22,capture,420.17,-9.00,99.91,0,179.247,7.356,179.832,-18.26,20.41,147.52,-17.80,-7.59,173.76,53.748,54.189,-10.0145,6.3756,420.17,-9.00,-9.6498,6.7153,,,0.22612,0
1.3763,1,7,0,7,335.00,43.22,capture,410.61,-31.67,106.42,0,179.252,7.304,179.833,-18.22,20.55,147.82,-17.82,-7.11,174.10,53.535,53.942,-8.6436,5.8929,410.61,-31.67,-9.1970,6.3453,,,0.18173,0
1.4824,1,7,0,7,335.00,43.22,capture,397.78,-24.71,92.50,0,179.116,7.352,179.832,-18.36,20.50,147.79,-18.39,-7.70,174.27,53.106,53.803,-8.6139,5.3974,397.78,-24.71,-8.9346,5.9187,,,0.20184,0
1.5791,1,7,0,7,335.00,43.22,capture,408.26,-9.58,90.31,0,179.175,7.375,179.825,-18.54,20.44,147.86,-18.08,-7.61,174.09,53.373,53.847,-9.5760,6.3068,408.26,-9.58,-9.2232,6.0934,,,0.20514,0
1.6930,1,7,0,7,335.00,43.22,capture,428.85,-40.15,125.53,0,179.095,7.417,179.846,-18.51,20.66,148.02,-18.06,-7.99,174.46,53.520,53.878,-8.3550,6.0652,428.85,-40.15,-8.8326,6.0807,,,0.23211,0
1.7954,1,7,0,7,335.00,43.22,capture,415.99,-26.34,106.76,0,179.132,7.372,179.832,-18.49,20.66,148.16,-17.77,-7.50,174.38,53.698,53.730,-8.6898,6.5784,415.99,-26.34,-8.7683,6.3047,,,0.21027,0
1.8910,1,7,0,7,335.00,43.22,capture,430.24,-16.54,112.44,0,179.024,7.473,179.818,-18.41,20.69,148.20,-18.14,-7.91,174.64,53.460,53.529,-9.4567,7.4790,430.24,-16.54,-9.0781,6.8331,,,0.22219,0
2.0046,1,7,0,7,335.00,43.22,capture,431.43,-12.94,111.59,0,179.083,7.535,179.832,-18.41,20.82,148.14,-18.21,-7.64,174.94,53.538,53.478,-8.7562,6.9366,431.43,-12.94,-8.9332,6.8797,,,0.21827,0
2.1043,1,7,0,7,335.00,43.22,capture,415.76,-18.97,101.93,0,179.126,7.474,179.822,-18.40,20.83,148.03,-17.52,-7.85,174.44,53.292,53.500,-8.9404,6.9087,415.76,-18.97,-8.9365,6.8928,,,0.21236,0
2.2060,1,7,0,7,335.00,43.22,capture,415.02,-0.62,91.24,0,179.019,7.477,179.837,-18.37,20.68,148.14,-18.38,-8.01,175.03,53.548,53.580,-9.6088,6.5934,415.02,-0.62,-9.2390,6.7580,,,0.19274,0
2.3031,1,7,0,7,335.00,43.22,capture,423.18,3.45,96.73,0,179.052,7.353,179.858,-18.38,20.74,148.11,-17.78,-7.41,174.69,53.666,53.751,-9.3522,6.3363,423.18,3.45,-9.2900,6.5683,,,0.21607,0
2.3971,1,7,0,7,335.00,43.22,capture,421.53,-31.72,114.47,0,179.005,7.356,179.860,-18.47,20.79,148.04,-17.38,-7.82,174.27,53.933,53.542,-8.8197,6.6153,421.53,-31.72,-9.0783,6.5894,,,0.21461,0
