t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0750,1,17,4,1,150.75,700.20,dwell,89.24,363.84,341.94,0,177.680,-0.480,-178.622,-8.96,14.70,143.54,-7.39,-17.39,165.35,54.967,56.409,-20.0731,-1.0955,89.24,363.84,-19.5459,-0.4019,106.70,346.53,0.25968,0
0.1835,1,17,4,1,150.75,700.20,dwell,130.01,327.61,373.16,0,177.914,-0.439,-178.647,-8.81,14.57,143.23,-7.45,-17.55,165.02,54.703,56.153,-18.9121,0.5525,130.01,327.61,-19.2734,0.0077,116.50,339.32,0.25080,0
0.3080,1,17,4,1,150.75,700.20,dwell,123.11,303.83,397.33,0,177.469,-0.458,-178.703,-9.78,15.66,143.28,-7.88,-16.49,164.97,54.403,55.319,-18.5764,-0.1189,123.11,303.83,-18.9188,-0.0565,123.82,314.99,0.26387,0
0.4056,1,17,4,1,150.75,700.20,dwell,106.55,287.74,414.82,0,177.203,-0.442,-178.703,-9.27,15.73,143.72,-7.27,-16.39,165.45,53.652,55.422,-18.1148,-0.6644,106.55,287.74,-18.5739,-0.3160,113.61,302.58,0.26050,0
0.5082,1,17,4,1,150.75,700.20,dwell,194.67,198.02,504.09,0,177.196,-0.379,-178.570,-8.58,15.84,143.42,-6.55,-16.22,165.25,53.462,54.793,-15.3171,3.1683,194.67,198.02,-17.0951,1.2522,146.39,254.11,0.26162,0
0.6081,1,17,4,1,150.75,700.20,dwell,165.85,127.30,573.10,0,177.340,-0.295,-178.474,-8.30,15.88,142.82,-6.43,-16.13,164.73,54.180,55.309,-13.0091,1.8255,165.85,127.30,-15.2208,1.5047,153.91,194.71,0.27855,0
0.7209,1,17,4,1,150.75,700.20,dwell,152.67,87.17,613.03,0,177.716,-0.491,-178.354,-8.04,16.55,143.01,-6.38,-15.74,164.52,55.069,56.137,-11.8410,1.2546,152.67,87.17,-13.6450,1.3949,152.60,140.21,0.29844,0
0.8417,1,17,4,1,150.75,700.20,dwell,149.15,59.21,641.00,0,178.648,-0.325,-178.240,-8.27,17.20,143.68,-7.20,-14.81,165.64,54.935,55.854,-11.1206,0.9154,149.15,59.21,-12.3120,1.1550,152.70,93.26,0.30627,0
0.9385,1,17,4,1,150.75,700.20,dwell,163.95,2.70,697.63,0,179.443,-0.165,-178.122,-8.40,17.22,144.11,-7.60,-14.72,166.19,54.984,55.849,-9.1413,1.3726,163.95,2.70,-10.8453,1.2491,158.97,50.29,0.30512,0
1.0378,1,17,4,1,150.75,700.20,capture,208.84,302.91,401.51,0,179.507,0.346,-178.140,-9.98,18.02,147.10,-8.84,-13.44,169.83,53.288,53.738,-19.4436,3.7069,208.84,302.91,-14.7085,2.3354,188.53,151.20,0.25308,0
1.1372,1,17,4,1,150.75,700.20,capture,168.32,344.43,356.20,0,179.349,0.716,-178.170,-10.91,18.51,147.22,-9.56,-12.90,170.01,52.861,53.749,-20.9823,1.7896,168.32,344.43,-17.6354,2.0997,183.48,235.60,0.24463,0
1.2476,1,17,4,1,150.75,700.20,capture,186.23,472.86,230.09,0,179.388,1.105,-178.172,-10.83,18.27,147.87,-9.63,-12.98,170.89,53.146,54.219,-24.6333,2.8833,186.23,472.86,-21.0555,2.4457,182.58,348.45,0.24123,0
1.3636,1,17,4,1,150.75,700.20,capture,161.82,487.42,213.07,0,179.455,1.315,-178.113,-11.00,18.61,147.92,-9.75,-12.73,170.82,52.783,53.891,-25.2208,1.8674,161.82,487.42,-23.3311,2.1559,172.07,420.67,0.22414,0
1.4610,1,17,4,1,150.75,700.20,capture,162.25,528.79,171.80,0,179.446,1.468,-178.108,-11.21,18.36,147.88,-9.95,-12.92,170.86,52.762,53.801,-26.2699,1.8989,162.25,528.79,-24.6913,2.0477,168.62,471.06,0.23344,0
1.5620,1,17,4,1,150.75,700.20,capture,156.14,503.20,197.08,0,179.581,1.411,-178.111,-11.04,18.74,147.52,-9.95,-12.73,170.24,52.853,53.863,-25.7104,1.6340,156.14,503.20,-25.1661,1.8669,162.64,483.65,0.22297,0
1.6625,1,17,4,1,150.75,700.20,capture,151.54,525.50,174.70,0,179.688,1.481,-178.091,-11.22,18.73,147.63,-10.11,-12.61,170.52,52.504,53.843,-26.3258,1.4355,151.54,525.50,-25.6918,1.6805,158.53,502.38,0.21567,0
1.7730,1,17,4,1,150.75,700.20,capture,137.61,512.90,187.76,0,179.892,1.396,-178.008,-11.06,19.02,148.13,-9.99,-12.48,170.81,52.298,53.295,-26.1020,0.9267,137.61,512.90,-25.8766,1.3496,148.06,505.20,0.22728,0
1.8652,1,17,4,1,150.75,700.20,capture,147.78,524.60,175.62,0,-179.991,1.321,-178.062,-11.46,18.91,147.90,-10.54,-12.62,170.56,52.409,53.537,-26.3538,1.1925,147.78,524.60,-26.0892,1.2810,150.39,514.90,0.23089,0
1.9609,1,17,4,1,150.75,700.20,capture,163.29,505.00,195.60,0,179.962,1.326,-178.127,-12.08,18.69,148.17,-11.07,-12.77,170.91,51.792,53.045,-25.7383,1.5562,163.29,505.00,-25.9393,1.3972,159.16,512.17,0.21117,0
2.0629,1,17,4,1,150.75,700.20,capture,215.43,532.06,180.15,0,179.782,1.404,-178.239,-12.73,18.64,147.85,-11.67,-12.74,170.71,52.653,53.733,-26.3538,3.5075,215.43,532.06,-26.1222,2.3352,187.84,521.09,0.23378,0
2.1597,1,17,4,1,150.75,700.20,capture,194.39,507.76,197.32,0,-179.888,1.387,-178.243,-11.83,18.77,147.67,-11.16,-12.70,170.42,52.867,53.909,-25.7803,2.8623,194.39,507.76,-25.9767,2.5628,186.96,514.49,0.21713,0
2.2715,1,17,4,1,150.75,700.20,capture,126.21,554.61,147.65,0,179.962,1.496,-178.226,-11.81,19.12,148.55,-10.69,-12.19,171.49,52.590,53.780,-27.2910,0.1547,126.21,554.61,-26.5563,1.5034,159.62,528.82,0.22796,0
2.3604,1,17,4,1,150.75,700.20,capture,126.50,544.31,157.77,0,179.859,1.580,-178.207,-11.55,19.09,148.28,-10.41,-12.21,171.25,52.488,53.442,-27.0113,0.2474,126.50,544.31,-26.7538,0.9543,143.79,535.56,0.22449,0
2.4605,1,17,4,1,150.75,700.20,capture,139.70,506.70,193.82,0,-179.925,1.549,-178.095,-11.12,18.93,148.11,-10.15,-12.48,170.93,52.431,53.712,-25.9202,0.9092,139.70,506.70,-26.3957,0.9347,139.36,524.38,0.22030,0
2.5636,1,17,4,1,150.75,700.20,capture,142.59,524.13,176.26,0,-179.863,1.640,-178.020,-10.96,18.49,148.05,-9.89,-12.78,171.05,52.528,53.551,-26.2419,1.1593,142.59,524.13,-26.3282,1.0337,139.44,527.17,0.22291,0
2.6595,1,17,4,1,150.75,700.20,capture,123.38,484.50,217.43,0,-179.842,1.863,-178.046,-11.31,18.02,148.67,-10.35,-13.05,171.95,52.594,53.593,-25.0809,0.1268,123.38,484.50,-25.7971,0.6478,134.23,511.44,0.24571,0
2.7705,1,17,4,1,150.75,700.20,capture,134.44,475.36,225.43,0,179.999,2.157,-178.084,-11.66,17.74,148.75,-10.55,-13.16,172.25,52.254,53.341,-24.7592,0.4424,134.44,475.36,-25.3380,0.5578,136.01,496.56,0.24452,0
2.8608,1,17,4,1,150.75,700.20,capture,176.86,455.19,246.39,0,-179.963,2.236,-178.027,-11.31,18.24,148.71,-10.23,-12.79,172.03,52.684,53.707,-24.2976,2.3535,176.86,455.19,-24.8809,1.3383,151.88,474.49,0.23202,0
2.9611,1,17,4,1,150.75,700.20,capture,163.48,531.66,169.02,0,-179.958,1.783,-178.002,-11.04,19.50,148.86,-9.92,-12.13,171.37,52.414,53.085,-26.7735,2.0930,163.48,531.66,-25.6998,1.6682,155.52,491.22,0.22788,0
3.0624,2,10,2,2,251.25,389.00,dwell,155.28,513.67,157.33,0,-179.916,1.937,-177.913,-10.64,19.17,149.40,-9.48,-11.93,172.63,52.458,53.502,-26.2139,1.8989,155.28,513.67,-25.9244,1.7693,152.80,502.76,0.23068,0
3.1614,2,10,2,2,251.25,389.00,dwell,171.24,517.05,150.99,0,-179.795,1.946,-177.819,-10.36,19.11,148.89,-9.24,-12.09,171.97,52.589,53.429,-26.2419,2.7137,171.24,517.05,-26.0613,2.1801,159.00,509.36,0.22847,0
3.2729,2,10,2,2,251.25,389.00,dwell,133.91,506.85,166.30,0,-179.716,1.869,-177.802,-10.64,19.06,149.00,-9.59,-12.25,171.95,52.075,52.770,-26.0181,1.0238,133.91,506.85,-26.0425,1.6790,149.33,508.82,0.23189,0
3.3617,2,10,2,2,251.25,389.00,dwell,215.76,426.18,51.40,1,-179.596,1.961,-177.864,-10.70,18.27,148.70,-9.85,-12.88,171.88,53.091,53.543,-23.3464,4.2035,215.76,426.18,-24.8553,2.7910,179.61,477.01,0.25006,0
3.4609,2,10,2,2,251.25,389.00,dwell,261.20,299.06,90.49,0,-179.487,1.999,-177.863,-10.70,18.00,148.56,-9.81,-13.17,171.70,52.787,53.291,-19.4157,5.7631,261.20,299.06,-22.3609,4.1219,215.95,394.95,0.24987,0
3.5591,2,10,2,2,251.25,389.00,dwell,241.64,248.55,140.78,0,-179.480,2.019,-177.840,-10.59,17.85,148.30,-9.59,-13.32,171.43,52.979,53.469,-17.8770,4.8189,241.64,248.55,-20.2482,4.4343,226.74,325.95,0.24784,0
3.6620,2,10,2,2,251.25,389.00,dwell,219.54,239.83,152.50,0,-179.547,2.117,-177.837,-10.39,17.74,147.78,-9.33,-13.33,171.05,53.407,54.043,-17.6112,3.9132,219.54,239.83,-19.0139,4.2052,222.74,285.89,0.25716,0
