t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0480,1,12,3,0,50.25,544.60,dwell,264.08,286.78,334.95,0,179.087,7.522,179.396,-19.69,21.11,147.71,-19.75,-7.66,173.79,53.716,54.245,-21.4859,-1.4513,264.08,286.78,-21.5906,-1.3242,,,0.21607,0
0.3603,1,12,3,0,50.25,544.60,dwell,277.78,261.87,362.91,0,179.355,8.024,179.391,-18.73,21.42,147.96,-18.63,-7.35,174.03,53.928,54.004,-20.7026,-0.4922,277.78,261.87,-21.2872,-1.0433,,,0.21848,0
0.4496,1,12,3,0,50.25,544.60,dwell,241.83,214.11,382.00,0,179.166,7.712,179.516,-18.32,21.82,146.84,-17.98,-7.22,172.62,53.937,53.988,-18.9820,-1.9566,241.83,214.11,-20.2670,-1.4392,,,0.23351,0
0.5495,1,12,3,0,50.25,544.60,dwell,171.40,293.40,278.89,0,179.213,7.601,179.675,-17.17,22.35,146.62,-16.91,-6.56,172.55,55.207,55.986,-22.2133,-4.8120,171.40,293.40,-21.1015,-2.9499,,,0.23588,0
0.6497,1,12,3,0,50.25,544.60,dwell,101.30,458.95,99.72,0,179.375,7.663,179.800,-16.15,23.17,147.52,-16.01,-5.56,173.66,54.724,55.661,-28.5360,-7.6166,101.30,458.95,-24.5399,-5.1041,,,0.21012,0
0.7498,1,12,3,0,50.25,544.60,dwell,83.49,501.45,54.47,1,179.554,7.572,179.875,-16.02,23.82,148.45,-15.97,-5.09,174.39,54.100,54.910,-30.2705,-8.2880,83.49,501.45,-27.2623,-6.5813,,,0.21167,0
0.8589,1,12,3,0,50.25,544.60,dwell,69.16,528.75,24.67,1,179.758,7.532,179.944,-15.72,24.11,149.12,-15.74,-4.77,175.08,53.276,54.107,-31.3336,-8.7636,69.16,528.75,-29.1984,-7.5868,,,0.20497,0
0.9508,1,12,3,0,50.25,544.60,dwell,49.97,537.07,7.54,1,-179.992,7.487,179.968,-15.36,24.16,149.34,-15.54,-4.74,175.28,53.261,53.786,-31.6134,-9.5330,49.97,537.07,-30.3379,-8.4834,,,0.19156,0
1.0505,1,12,3,0,50.25,544.60,capture,61.68,509.49,36.92,1,-179.848,7.537,-179.990,-14.81,23.91,149.18,-14.93,-4.88,175.23,53.373,54.241,-30.5783,-8.8196,61.68,509.49,-30.4469,-8.6335,,,0.20854,0
1.1493,1,12,3,0,50.25,544.60,capture,68.80,488.62,58.97,1,-179.780,7.613,179.940,-15.66,23.54,148.65,-15.89,-5.20,174.77,53.213,53.838,-29.7110,-8.8615,68.80,488.62,-30.1216,-8.7344,,,0.19845,0
1.2503,1,12,3,0,50.25,544.60,capture,84.56,520.92,41.69,1,-179.758,7.673,179.862,-16.17,23.14,147.80,-16.42,-5.58,173.93,54.259,54.799,-30.7741,-8.2950,84.56,520.92,-30.4111,-8.5416,,,0.20454,0
1.3585,1,12,3,0,50.25,544.60,capture,73.45,489.26,60.01,1,-179.837,7.653,179.778,-15.83,23.17,147.67,-16.03,-5.64,173.72,54.236,55.091,-29.5991,-8.8336,73.45,489.26,-30.0617,-8.6679,,,0.20471,0
