t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0335,1,4,1,0,50.25,233.40,dwell,259.31,374.29,252.10,0,178.681,8.259,179.902,-17.88,20.75,148.63,-17.64,-7.95,175.02,53.325,54.266,-24.8397,-0.8408,259.31,374.29,-24.8397,-0.8408,,,0.18467,0
0.1355,1,4,1,0,50.25,233.40,dwell,120.36,453.34,230.84,0,178.726,8.202,179.888,-17.89,20.62,148.23,-17.29,-7.38,174.89,53.430,54.516,-27.8987,-7.5699,120.36,453.34,-26.2162,-3.8689,,,0.20881,0
0.2384,1,4,1,0,50.25,233.40,dwell,158.29,422.37,217.67,0,178.728,8.177,179.866,-17.85,20.70,148.08,-17.54,-8.51,174.54,53.783,54.721,-26.3623,-5.6292,158.29,422.37,-26.2820,-4.6610,,,0.20017,0
0.3394,1,4,1,0,50.25,233.40,dwell,131.26,376.36,164.32,0,178.722,8.072,179.860,-17.90,20.70,148.36,-17.99,-7.74,174.85,53.684,54.344,-24.9318,-6.3406,131.26,376.36,-25.6744,-5.4168,,,0.21163,0
0.4330,1,4,1,0,50.25,233.40,dwell,59.79,432.53,199.36,0,178.823,8.058,179.833,-17.87,20.69,148.19,-17.85,-7.87,174.81,53.743,54.312,-25.9722,-10.1866,59.79,432.53,-25.8084,-7.5632,,,0.24702,0
0.5481,1,4,1,0,50.25,233.40,dwell,96.60,388.76,162.13,0,178.968,8.125,179.823,-17.99,20.72,148.22,-16.64,-7.08,174.40,53.698,54.543,-23.8270,-9.0084,96.60,388.76,-24.9168,-8.2136,,,0.20977,0
0.6662,1,4,1,0,50.25,233.40,dwell,152.51,285.13,114.60,0,179.016,8.082,179.828,-17.81,20.81,148.17,-18.07,-7.17,174.67,53.741,54.628,-20.6680,-5.3565,152.51,285.13,-23.0048,-6.9279,,,0.21135,0
0.7697,1,4,1,0,50.25,233.40,dwell,90.83,238.56,40.91,1,178.802,8.157,179.835,-17.85,20.92,148.05,-17.34,-7.41,174.63,53.542,54.437,-20.2614,-8.7578,90.83,238.56,-21.7703,-7.7514,,,0.19894,0
0.8626,1,4,1,0,50.25,233.40,dwell,88.07,295.59,72.79,1,178.734,8.183,179.803,-17.85,20.91,147.88,-17.61,-8.09,174.62,53.270,54.590,-21.0036,-8.5488,88.07,295.59,-21.4253,-8.1102,,,0.21630,0
0.9746,1,4,1,0,50.25,233.40,capture,93.71,300.98,80.35,1,178.799,8.200,179.779,-17.88,20.79,147.75,-17.64,-7.81,174.24,53.297,54.323,-21.6727,-8.6669,93.71,300.98,-21.5366,-8.3607,,,0.22167,0
1.0787,1,4,1,0,50.25,233.40,capture,65.55,313.19,81.24,0,178.716,8.336,179.747,-17.98,20.78,147.66,-17.44,-7.63,174.25,53.423,54.292,-21.9488,-9.6806,65.55,313.19,-21.7221,-8.9547,,,0.21888,0
1.1640,1,4,1,0,50.25,233.40,capture,72.81,303.10,73.26,1,178.805,8.292,179.746,-17.98,20.73,147.94,-17.45,-6.94,173.93,53.538,54.147,-22.1020,-8.9798,72.81,303.10,-21.8930,-8.9660,,,0.21832,0
1.2623,1,4,1,0,50.25,233.40,capture,51.30,297.12,63.73,1,178.881,8.287,179.774,-18.03,20.63,147.74,-17.80,-8.45,174.13,53.447,54.110,-21.5291,-11.0901,51.30,297.12,-21.7293,-9.9219,,,0.19730,0
1.3644,1,4,1,0,50.25,233.40,capture,49.16,305.06,71.67,1,178.785,8.331,179.758,-17.92,20.63,147.99,-17.33,-7.66,174.64,53.473,54.353,-21.8113,-10.5356,49.16,305.06,-21.7662,-10.1981,,,0.21685,0
1.4527,1,4,1,0,50.25,233.40,capture,87.46,278.26,58.28,1,178.742,8.196,179.772,-18.01,20.71,147.89,-17.14,-7.23,174.27,53.419,54.330,-20.1323,-9.1414,87.46,278.26,-21.0309,-9.7226,,,0.22414,0
1.5610,1,4,1,0,50.25,233.40,capture,60.37,326.18,93.33,0,178.780,8.197,179.773,-18.00,20.64,147.80,-17.99,-7.75,174.18,53.640,54.574,-22.6905,-9.8844,60.37,326.18,-21.7777,-9.7954,,,0.21176,0
1.6430,1,4,1,0,50.25,233.40,capture,77.20,321.19,91.83,0,178.917,8.123,179.781,-17.95,20.61,147.68,-17.72,-8.20,173.80,53.890,54.813,-23.1075,-8.8047,77.20,321.19,-22.3761,-9.3496,,,0.23410,0
1.7620,1,4,1,0,50.25,233.40,capture,68.51,309.42,78.18,1,178.728,8.183,179.771,-17.99,20.66,147.76,-17.59,-6.86,174.58,53.834,54.866,-21.1074,-9.6825,68.51,309.42,-21.8052,-9.4994,,,0.22036,0
1.8744,1,4,1,0,50.25,233.40,capture,78.78,296.33,69.10,1,178.708,8.049,179.780,-18.00,20.76,147.62,-17.85,-8.35,173.97,53.778,54.543,-21.1263,-9.3459,78.78,296.33,-21.4997,-9.4303,,,0.23268,0
1.9737,1,4,1,0,50.25,233.40,capture,73.59,301.68,72.16,1,178.738,8.043,179.760,-18.01,20.69,147.54,-18.16,-7.56,173.76,53.550,54.509,-21.3259,-9.5755,73.59,301.68,-21.4215,-9.4956,,,0.20313,0
2.0866,1,4,1,0,50.25,233.40,capture,88.99,275.47,57.19,1,178.655,7.822,179.776,-17.97,20.57,147.47,-18.11,-8.13,173.80,53.874,54.474,-18.5726,-8.7989,88.99,275.47,-20.1395,-9.1821,,,0.20452,0
