t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0593,1,20,5,0,50.25,713.17,dwell,235.62,451.50,320.67,0,178.973,7.952,179.937,-17.65,21.15,148.10,-17.08,-7.79,174.35,52.891,54.327,-27.0925,-2.4095,235.62,451.50,-27.0925,-2.4095,,,0.18327,0
0.1442,1,20,5,0,50.25,713.17,dwell,114.76,450.35,270.62,0,178.931,8.234,179.922,-17.75,21.21,147.86,-17.15,-7.52,174.31,53.534,53.930,-27.2813,-8.0050,114.76,450.35,-27.1775,-4.9275,,,0.18270,0
0.2649,1,20,5,0,50.25,713.17,dwell,215.30,434.96,323.48,0,178.883,8.377,179.908,-18.03,21.27,147.73,-17.43,-8.15,174.17,53.543,54.138,-27.0734,-2.7442,215.30,434.96,-27.1306,-3.9450,,,0.21100,0
0.3606,1,20,5,0,50.25,713.17,dwell,174.25,484.18,260.41,0,178.848,8.372,179.871,-17.98,21.10,147.58,-17.85,-8.12,174.13,53.676,54.597,-27.2734,-4.7634,174.25,484.18,-27.1949,-4.3133,,,0.18247,0
0.4575,1,20,5,0,50.25,713.17,dwell,121.91,546.91,181.04,0,178.855,8.483,179.865,-18.12,21.16,147.54,-18.32,-7.18,173.96,53.996,54.688,-30.7937,-6.5187,121.91,546.91,-28.8144,-5.3057,,,0.23775,0
0.5395,1,20,5,0,50.25,713.17,dwell,195.92,523.32,239.29,0,178.815,8.525,179.846,-18.23,21.13,147.33,-18.60,-7.81,173.67,53.895,54.725,-29.5432,-3.2819,195.92,523.32,-29.1423,-4.3950,,,0.22146,0
0.6462,1,20,5,0,50.25,713.17,dwell,123.85,539.07,189.01,0,178.739,8.674,179.814,-18.23,21.09,147.30,-17.84,-7.90,173.69,53.633,54.835,-30.1038,-6.4256,123.85,539.07,-29.5750,-5.3088,,,0.21087,0
0.7414,1,20,5,0,50.25,713.17,dwell,92.36,565.29,153.76,0,178.757,8.661,179.811,-18.18,21.18,147.10,-17.61,-6.86,173.28,53.679,54.623,-31.7955,-9.2010,92.36,565.29,-30.5742,-7.0603,,,0.23209,0
0.8559,1,20,5,0,50.25,713.17,dwell,116.64,629.71,106.64,0,178.840,8.528,179.834,-18.21,21.15,146.90,-17.91,-7.95,172.76,53.839,54.144,-33.7582,-8.0322,116.64,629.71,-32.0070,-7.4976,,,0.19853,0
0.9587,1,20,5,0,50.25,713.17,dwell,94.74,589.32,131.60,0,178.706,8.585,179.821,-18.21,21.08,146.92,-18.35,-7.64,172.50,54.098,54.776,-32.2937,-8.5590,94.74,589.32,-32.1360,-7.9752,,,0.21231,0
1.0646,1,20,5,0,50.25,713.17,capture,88.81,597.26,122.15,0,178.658,8.649,179.850,-18.08,21.16,146.90,-17.46,-7.36,172.83,54.134,54.687,-33.4407,-8.0362,88.81,597.26,-32.7231,-8.0027,,,0.22145,0
